id,rating,sentiment_label,sentiment_score,verbatim,manual_label,justification_courte
652,3,Neutre,0.79,"Trop long. - Produit correct.
Délai de livraison bien trop long!!!?",Neutre,"Avis factuel neutre, note 3/5"
231,1,Neutre,0.8,"Franchement le service client au maroc, note 0 j appel depuis ce matin j ai personne, j ai une commande qui devrait être livrer le 8 mai on est le 11 je veux juste avoir des informations, et ce n'est pas la première fois, il faut vraiment revoir le service client",Négatif,Sans signal lexical; note 1/5 → insatisfaction implicite
324,1,Neutre,0.8,"J’ai effectué 2 réservations pour 8 personnes pour le puy du fou sur showroom privé j’ai payer les 2 réservations j’ai reçu les 2 confirmation de réservation les vouchers pour la deuxième réservation mes pas pour la première donc je contacte show-room privé pour leur notifier il me répondent par mail que cela est normal que je recevrai mes billets d’entrée au parc et le boucher pour l’hôtel cinq jours avant mon départ. J’achète donc les billets de train pour les huit personnes et là il y a quelques jours Bam, je reçois un mail de show-room privé me disant que le Puy-du-Fou n’a pas confirmé ma première réservation et qu’ils sont dans l’impossibilité de me loger sur le parc, il me propose un hôtel à 4 km du parc. Ce qui me pose problème c’est que moi-même et ma fille sommes deux personnes handicapées je leur ai envoyé mes cartes handicapées et n’ayant pas de moyen de locomotion, nous ne pouvons pas effectuer le transfert du parc à l’hôtel et la showroom privé. Et le Puy-du-Fou se renvoient chacun la balle. Je me retrouve avec des billets de train à payer et rien pour dormir là-bas alors que tout est payé c’était un vol une arnaque total.",Négatif,Signal négatif fort: 'arnaque'
403,1,Neutre,0.8,"Je ne recommande pas ! - Retour sur expériences après plusieurs mois. Le 28 février 2026, j'annule une commande et l'on me dit que c'est traité et remboursé à la date du 2 mars 2026. Apres un délai, rien je contacte le service client showroomprivé, leur fait part du problème et me répondent que le remboursement a bien était effectué.
Aucun remboursement n'apparaît sur mon compte.
Il me répondent de nouveau à me disant que c'est sur mon compte Klarna.
Je vérifie et rien. Je leur envois encore un énième e-mail, en leur expliquant que rien n'apparaît, avec capture d'écran pour preuves. Ils envois le tout au service dédié et aujourd'hui 23 mars 2026 je n'ai toujours aucun remboursement.
Ajouter à cela une modification de ma dernière commande ( qu'ils envois au bout de 3 semaines ) et cela sans avertissement au préalable. Vraiment Showroomprivé, plus jamais !",Négatif,Signal négatif fort: 'plus jamais'
471,2,Neutre,0.8,"erreur de taille ,changement de relais alors qu'il est ouvert:ce n'est pas la première fois que j'ai des problèmes avec vous - Ce n'est pas la première fois que j'ai un problème,mais j'en ai assez de vous écrire....Je commande un XL et on m'a envoyé un L.....
De plus ,on change mon point relais en disant qu'il est fermé et c'est faux;il a fallu que je parte chercher le paquet loin de chez moi,j'ai passé l'âge",Négatif,Déception/problème: 'problème'
581,2,Neutre,0.8,"Bien sauf en cas d'erreurs de livraison- Et là, la galère commence :: - J'ai commandé par le passé, sans problème. Bons produits, mais il faut savoir ce qui arrive quand ils vous livrent un produit que vous n'avez pas commandé : 1 seul article, de la marque Guess, dans cette commande du 1er/12. Ils m'envoient autre chose (pas de la même couleur, ni même matière, ni de la même marque...). Je le retourne par la Poste le 10/12, jour de la réception de l'article, et là j'apprends que :
- Aucun échange n'est possible : je dois donc recommander et re-payer, alors que ce sont eux qui se sont trompés
* Qu'ils me rembourseront sous 14 jours (l'argent court pendant ce temps..).
Je repasse commande, paie à nouveau (coup de chance, l'article était encore disponible), reçoit le bon article et quelque temps après on me rembourse... Les frais de livraison ! Soit un peu plus de 5 €) ..
J'écris à nouveau, suis censée être remboursée le 24/12 au plus tard,. A cette date, toujours pas de remboursement. J'écris de nouveau mais ne reçois cette fois aucune réponse.
Le 30/12, je téléphone de nouveau à Show room privé et on me dit qu'il y a eu un bug, que j'aurais du être remboursée le 21/12, mais qu’ils ne se sont pas aperçus que je n’avais pas été remboursée... Car« les bugs liés aux remboursements ne remontent pas aux employés ».. C'est ce qu'on m'a répondu... Alors pourquoi ne pas me répondre lorsque je les en informe quelsques jours après ??? Ils étaient parfaitement informés. On me demande alors de renseigner à nouveau mes nom et prénom + mon Iban sur le site informatique. Soi-disant le remboursement se ferait ensuite automatiquement dès que ces info auraient été renseignées... Sauf que npn… toujours pas.
Finalement, j'ai été remboursée le 5 janvier.. Soit 26 jours après avoir renvoyé l'article non commandé.. Mais si je n'avais pas appelé, encore, il semblerait que je n'aurais toujours pas été remboursée.
Très franchement, cela ne donne pas envie de recommander chez eux ! Je vous « passe » également les excuses que j’ai reçues à chaque réponse faite mais sans intervention réelle, ainsi que le bon d’achat en guise de dédommagement -qui m’a été proposé sans que je demande quoi que ce soit excepté d’être remboursée-…MAIS… Bon d’achat que je n’ai JAMAIS reçu … Donc de fausses promesses qui viennent se rajouter à tout cela

Ce n'est pas sérieux",Négatif,"Avis mixte, note 2/5 → Négatif"
1155,5,Neutre,0.8,"J’ai particulièrement apprécié le suivi de livraison, qui était clair et précis à chaque étape. Le produit reçu correspondait parfaitement à la description et la qualité était au rendez-vous. Les délais de livraison ont également été respectés.

Globalement, cette expérience m’a laissé une très bonne impression, et je n’hésiterais pas à recommander Showroomprivé
pour son sérieux et la qualité de son service.",Positif,Signal positif fort: 'parfait'
233,1,Neutre,0.81,"Tit Pratiques abusives, chantage au délai et service client déplorablere - Note : ⭐ (1/5)
Je déconseille fortement Showroomprivé Voyage. Suite à une annulation de vol Showroomprive voyage m'a imposé (changement de compagnie et d'aéroport), j'ai été victime d'un véritable chantage au chronomètre.

L'agence a volontairement fait traîner les échanges par mail, laissant ainsi expirer les options d'hébergement et augmenter les prix des billets, pour ensuite refuser toute prise en charge des frais supplémentaires (parking, transport, location de voiture) sous prétexte qu'ils payaient déjà la différence du billet !

Face à cet ultimatum de confirmation forcée imposé par leur conseillère (Alexandra), j'ai dû annuler mon séjour par retour de mail avant 16h donc j'ai officiellement demandé l'annulation totale et le remboursement intégrale. Mais showroom privé voyage dont Alexandra fait ""le mort"" depuis, malgré mes demandes répétées.
Procédure en cours auprès du Médiateur du Tourisme et de la DGCCRF. Fuyez ce site qui ne respecte ni ses clients ni le Code du Tourisme (Art. L211-17).""
Merci pour vos excuses, mais elles arrivent bien tard. Il a fallu que je publie cet avis pour qu'enfin mon dossier (soit traité, après avoir été ignorée par mail pendant que votre service voyage me mettait sous pression et annuler suite aux charges qui me soient impactees de votre faute etant donnees les retours tardives de mails! Donc vos excuses ne changeront rien",Négatif,Signal négatif fort: 'service client déplorable'
262,1,Neutre,0.81,"Première commande sur Showroomprive et très déçue. Je remarque une vente de la marque Chantelle, je connais la marque et j’ai des ensembles lingerie Chantelle achetés en boutique. Je connais parfaitement ma taille dans cette marque, confiante je commande un soutien-gorge et une culotte. Hier je reçois mes achats et j'essaye le soutien-gorge, ma potrine déborde et le dos est très serré. Erreur de taille je regarde les étiquettes et c’est bien ma taille. Je compare avec le dernier soutien-gorge Chantelle acheté dans une lingerie au mois de décembre 2025 et là effectivement le soutien-gorge reçu est beaucoup plus petit, il manque 5 bon cm pour le dos et les bonnets sont plus petits. Je n’essaye même pas la culotte puisque le soutien-gorge ne me va pas. Je fais une demande de retour évidemment à mes frais, puisque mon problème ne rentre pas dans les cases étiquettes gratuites pour un retour. Finalement je pensais faire une bonne affaire en achetant un ensemble à 38,29 € frais d'envoi compris et je me retrouve à perdre de l’argent puisque je serai remboursée normalement pour les articles mais pas pour les frais d’envoi. Tant pis pour moi, j’aurai dû me douter qu’il y avait un lézard. Je pense que le site propose des articles de la marque qui ont des défauts et donc invendables pour la vente en boutique de lingerie.",Négatif,"Avis mixte, note 1/5 → Négatif"
282,1,Neutre,0.81,"Acheté des lunettes de soleil sur ce site, prix affiché 54,95€...prix payé 75,90€. Service client incompétent jamais plus sur ce site...super votre réponse...aussi inutile qu'au téléphone",Négatif,"Avis mixte, note 1/5 → Négatif"
464,2,Neutre,0.81,"Site en décomposition permanente - Description des articles souvent erronés sur le site ou l'application
Pour les pantalons homme on ne sait jamais si ce sont des tailles US ou des tailles EU
Si au moins les retours étaient gratuits on pourrait prendre le risque mais là en plus il faut payer alors que la responsabilité morale incombe intégralement à Showroomprive pour incompétence du personnel du site
Avec l'annulation de l'option infinity je pense que je vais bientôt vous dire bye bye, vous êtes devenu nuls",Négatif,Signal négatif fort: 'nul'
920,4,Neutre,0.81,"Presque parfait en théorie - En général, les réductions sont intéressantes mais malheureusement, les frais de port sont assez élevés….L’achat reste intéressant chez showroomprive car on est livré pas vraiment rapidement (ça depend de la vente) mais on a le choix de l’endroit ( en théorie!)! Cette fois, pas de chance pour moi le fait que je paie avec Paypal (je présume) a modifié les instructions de livraison, j’avais mis l’adresse de mon taf et finalement les colis ont été adressés à mon domicile. Sur le 1er colis, j’ai reprogrammé la livraison avant la 1ere présentation mais la logistique n’était pas au point donc 5j d’errance….et sur le 2eme, j’ai reprogrammé sur un point relais bien pratique à côté du taf, youpiiii! Bon…ben locker pas dispo…colis déposé au bureau de poste (pas le + proche mais ça va!) qui est ouvert pendant que je travaille…par bonheur, je ne travaille pas la samedi matin, j’ai mis 1 semaine pour pouvoir récupérer mes achats. Il faut anticiper voilà!!…le port est vraiment cher pour le service rendu, surtout que le colisage est une surprise ; je n’ai pas de véhicule…alors devoir aller à pied dans un relais qu’on n’a pas choisi car pas pratique, c’est moyen surtout quand on doit trimballer un carton encombrant sur plusieurs km à pied!",Positif,"Avis mixte, note 4/5 → Positif"
315,1,Neutre,0.82,"Très mauvaise expérience avec le service client de Showroomprivé.

J’ai commandé un article à 269 €, qui est passé quelques jours plus tard à 229 € sur leur site. J’ai simplement demandé le remboursement de la différence de prix, ce qui est une pratique commerciale courante.

Refus catégorique, aucune solution proposée, et des réponses toutes faites qui montrent clairement un manque total de considération pour le client.

Résultat : je vais devoir exercer mon droit de rétractation, renvoyer le produit, attendre un remboursement, puis recommander le même article au nouveau prix. Une perte de temps pour moi, et une gestion logistique inutile pour eux — le tout évitable avec un minimum de bon sens.

Très déçue par la rigidité et la médiocrité du service client.

Je ne recommanderai plus sur ce site.",Négatif,Signal négatif fort: 'très déçu'
350,1,Neutre,0.82,"J’ai passé une commande de 672 € et je n’ai eu aucun envoi pendant 5 jours. J’ai dû contacter le service client, et c’est seulement à ce moment-là que la commande a été annulée.

Franchement, ce n’est pas sérieux du tout et très décevant comme première expérience.",Négatif,"Avis mixte, note 1/5 → Négatif"
378,1,Neutre,0.82,Mieux qu’une critique : un fait ! Nous achetons un meuble (+ de 800€) après avoir attendus la livraison près d’un mois ! Il arrive endommagé !!! Égratignure sur façade ! Et là au téléphone une personne nous dit que ce n’est pas grave !!! Incroyable !!! En clair ce site se moque des gens ! Ne se pas responsable des livraisons ! JAMAIS PLUS nous n’achèterons quelque chose sur Showroomprivé !!!!!,Négatif,Déception/problème: 'jamais plus'
394,1,Neutre,0.82,"A fuir. Très mauvaise expérience - Très mauvaise expérience avec Showroomprivé. J'ai réservé un séjour au ZooParc de Beauval pour mon petit-fils et sa compagne.
Ma demande : Décaler d'une seule journée pour un motif sérieux (convocation imprévue à des examens universitaires).
Réponse du service clients de Showroomprivé :
""Non modifiable"" sans aucun geste commercial ni solution alternative.Le partenaire ZooParc de Beauval a confirmé que seul Showroomprivé pouvait modifier, mais la réponse a été négative.
Résultat : client laissé sans solution, un service clients qui n'est vraiment pas au service des clients.
A FUIR.",Négatif,Signal négatif fort: 'très mauvais'
604,2,Neutre,0.82,"Délai un peu long pour la livraison (mail de retatd), et en plus livre a 30min de chez moi (changement de point relais au dernier moment)",Négatif,Sans signal lexical; note 2/5 → insatisfaction implicite
657,3,Neutre,0.82,"JE TROUVE SOUVENT MON BONHEUR DANS LES DIFFERENTS PRODUITS ET A BON PRIX
PAR CONTRE CE QUI EST DOMMAGE C EST DE NE PAS AVOIR LES FACTURES
JE RECOMMANDE CE SITE A MON ENTOURAGE",Neutre,"Avis mixte équilibré, note 3/5"
730,3,Neutre,0.82,"3 commandes dernièrement, 2 incomplètes ou pas les bons produits. Donc il faut refaire le colis, se déplacer jusqu'au point relais et attendre 14 jours pour être remboursé.
La 3eme commande concernait une valise long courrier qui, après un seul vol, est déjà défectueuse. Après 1 mail au vendeur et deux appels au service client Showroomprivé, je n'ai aucune nouvelle concernant une éventuelle garantie. Showroomprivé me répond qu'il s'agit d'une commande Marketplace et qu'il faut joindre le vendeur. Sauf qu'il ne répond pas et ça va faire un mois.
A fuir. Moi qui était quand même une cliente régulière, je pense sérieusement à annuler mon numéro client.",Négatif,Signal négatif fort: 'nul'
263,1,Neutre,0.83,"J’ai commandé 3 articles pour ma fille sur Showroomprivé. Les tailles ne convenant pas, j’ai effectué un retour dans les délais, en respectant scrupuleusement la procédure indiquée.

Aujourd’hui, le service client refuse de me rembourser en prétendant que le colis retourné serait vide. Je conteste formellement cette accusation.

Je précise également que je ne suis pas responsable du transport du colis une fois celui-ci remis au transporteur, comme le prévoit la réglementation. J’ai bien retourné l’intégralité des articles, et je dispose de la preuve de dépôt.

Il est inadmissible de faire porter au client la responsabilité d’un éventuel problème logistique ou de transport.

Je suis très déçue par cette situation et par l’absence de solution proposée. Je demande un remboursement rapide et une prise en charge sérieuse de ce litige",Négatif,Signal négatif fort: 'inadmissible'
360,1,Neutre,0.83,J'ai passé commande il y a plusieurs semaines de deux articles de la même collection de bijoux pour offrir un ensemble. Aujourd'hui seulement (alors que j'ai pu commander et payer les deux...qui visiblement étaient donc disponibles !) on me signale qu'un article ne sera pas expédié et ce sans raison valable ( soit disant un problème de stock alors que c'était disponible et qu'il ont débité mon argent depuis des jours !) Bien sur aucune solution proposée ! C'est honteux ! Fuyez !!!,Négatif,Signal négatif fort: 'honteux'
395,1,Neutre,0.83,"Je souhaite partager mon expérience très décevante avec Showroomprivé.

J’ai commandé deux paires de chaussures : une à 75 € et une à 35 €. Je n’ai reçu que la paire à 35 €, la seconde n’est jamais arrivée. J’ai effectué une demande de remboursement dans les délais, avec toutes les preuves nécessaires (numéro de commande, explications détaillées), mais à ce jour, je n’ai obtenu aucune réponse ni remboursement.

Malgré plusieurs relances par mail et une réclamation, je n’ai eu aucun retour de leur part.

Ce n’est malheureusement pas la première fois : j’avais déjà rencontré un problème similaire avec une autre commande (une paire de baskets jamais reçue), même si, à l’époque, j’avais fini par être remboursé.

Au vu de ces expériences répétées et du manque total de service client, je ne recommande absolument pas ce site.",Négatif,Signal négatif fort: 'jamais reçu'
499,2,Neutre,0.83,"Du choix et si pour certains articles, c'est intéressant, ce n' est pas le cas pour tous les produits. Les frais de livraison sont exorbitants et le service minimum. De plus, les cashback existants ne sont souvent pas validé par showroom. Bref mieux vaut passer son chemin.",Négatif,Sans signal lexical; note 2/5 → insatisfaction implicite
502,2,Neutre,0.83,"Qualité médiocre, très déçue - Les produits ne sont pas de bonne qualité, les coutures se défont déjà, j'ai du mal à croire que les taies d'oreiller soient vendues au prix affiché, c'est digne d'un magasin bas de gamme. Pour soit disant du percale, le coton est reche et après le lavage c'est pire.. j'aurais dû les renvoyer, je suis vraiment déçue et je ne commanderai plus de linge sur ce type de vente",Négatif,Signal négatif fort: 'très déçu'
543,2,Neutre,0.83,"Remboursement et carte cadeau - La gestion des avoirs/remboursements est compliqué.. un remboursement se fait par carte cadeaux showroomprive, gérée indépendamment du site... Une seule est utilisable par achat à la fois, vous ne pouvez pas les cumuler...
Et parfois,lorsqu'elle est utilisée pour un achat, ça ne fonctionne pas..il indique qu'elle est vide, mais votre carte cadeau est tout de même débitée.",Négatif,Sans signal lexical; note 2/5 → insatisfaction implicite
721,3,Neutre,0.83,"Rien à dire sur la commande ou les produits ; le seul regret est Lennon respect du lieu de livraison par colissimo
Colis déposé à la poste et non en relais comme souhaité, les horaires ne correspondent pas à mes horaires de travail",Positif,Signal positif fort: 'rien à dire'
740,3,Neutre,0.83,Le délai de livraison est trop long,Neutre,"Avis factuel neutre, note 3/5"
889,4,Positif,0.83,"Parfait, basket super confortable, service au top et rapide",Positif,Signal positif fort: 'parfait'
994,4,Neutre,0.83,"Bonne expérience - Prix intéressants, livraison dans les délais annoncés..
Cependant la description n'est pas toujours détaillée, exemple pour l'entretien , l'annonce disait que le produit est lavable alors que l'étiquette indique le contraire.
Parfois le poids de certaines chaussures devrait être indiqué, j'ai dû retourner 2 fois des chaussures à cause de leur poids, plus d'un kg pour la paire.
Services clients efficace et réactif",Positif,Satisfaction exprimée: 'bonne expérience'
240,1,Neutre,0.84,"Très mauvaise expérience avec Showroomprivé concernant ma commande n°342473679.

J’ai retourné mes articles avec l’étiquette retour fournie par leurs services et le colis a bien été pris en charge par leur transporteur. Malgré cela, Showroomprivé refuse mon remboursement en affirmant que le colis était vide à réception.

Les photos qu’ils m’ont transmises ne correspondent même pas à mon colis et aucune preuve sérieuse ne permet d’identifier mon retour (pas d’étiquette visible, pas de numéro de suivi, pas de preuve de poids ou de constat transporteur).

Je trouve inadmissible qu’un client doive subir un problème logistique entre l’enseigne et son transporteur alors que toutes les démarches demandées ont été respectées.

Dossier désormais transmis au médiateur et signalement effectué via SignalConso.

Je déconseille fortement",Négatif,Signal négatif fort: 'inadmissible'
254,1,Neutre,0.84,Pour moi c'est une première fois que j'achète un voyage sur ce site et niveau prix sa reste raisonnable mais sans savoir que vous aurez des frais supplémentaires a l'arrivée a l'hôtel donc faites bien attention dites vous que vous devez rajouter en plus du prix que vous effectuez sir le site. Très déçu car j'étais très surpris c'est pas prévu dans mon budget. Le site n'est malheureusement pas transparent avec les clients.,Négatif,Signal négatif fort: 'très déçu'
276,1,Neutre,0.84,"Site voleur - 1 er commande pour des bougies deux bougies manquais dans le carton un remboursement a été fait , et là je commande des vêtements bébé un me va pas je demande un retour on me propose un renvoi avec étiquette ce que je fait et on me rembourse pas la totalité du produit pour des frai de renvoi du jamais vu donc vous payer 6e en point relais et on me reprend 6.50 pour le renvoyer ! Se site c est du vol !",Négatif,Sans signal lexical; note 1/5 → insatisfaction implicite
311,1,Neutre,0.84,"Articles volumineux à fuir - Frais de port payant malgré un code promo sav catastrophique pour ce pb.
Première réception de colis 4 articles abîmés sur 4 dédommagement de 17e.
Réception second colis abîmés
Tables et chaises d extérieur chaises de très mauvaise qualite cassée au premier usage actuellement toujours dans l attente de retour puisque le sav n a pas compris avec photo l appuie que c était pour ses articles là mais à confondu avec d autres.
Et en enfin le dernier article acheté carton abîmé donc planche abîmé.
Bref dernière fois que je commande des articles volumineux et importants",Négatif,Signal négatif fort: 'à fuir'
337,1,Neutre,0.84,Toujours pas de code piner valide toujours pas de billets électronique pour Ryanair je dois partir demain toujours pas d'informations on me dit qu'on m'enverra un mail chaque jour mais c'est une véritable angoisse d'attendre des billets d'avion qui ne viennent toujours pas un enregistrement qui ne peut pas se faire via Ryanair car pour je ne suis pas prévu . Quel enfer!,Négatif,Sans signal lexical; note 1/5 → insatisfaction implicite
349,1,Neutre,0.84,"Quelle belle chasse aux œufs… sans les œufs faciles à trouver - Livraison gratuite, point relais à l’autre bout du monde, fermé le samedi alors qu’il était censé être ouvert… et tout ça pour des chocolats de Pâques. Quelle magnifique chasse aux œufs ! Entre deux trajets inutiles et beaucoup de patience, j’ai fini par retrouver mon colis au prix d’un vrai parcours du combattant. Une organisation vraiment remarquable, mais clairement pas dans le bon sens.",Positif,Satisfaction exprimée: 'facile'
352,1,Neutre,0.84,"Normalement je voulais pas mettre une 1 loi étoile mais pour décrire ma mauvaise expérience avec ce site j’ai dû mettre 1 étoile. Ma commande a été validé chez showroomprivé le 28/02/26 pour être envoyée vers le 03 /03/26 , aujourd’hui on est le 04/04/26 et aucune nouvelle de cette derniere ,et pour 1mois d’incertitude sur le sort de mon colis j’ai du recevoir 2 mails , pas s’excuser mais pour me dire qu’à la fin du mois de mars vous allez le recevoir et hier j’ai reçu un mail pour me dire que ça sera le 07/04/26 que je le recevrai et la meilleure c’est que y’aura un article de la commande manquant en sachant que la commande est payée ça fait un 40 jours en arrière. C’est quoi ces incapables, leurs service après vent est inexistant et même nul . Ne vous aventurez pas avec showroomprivé ça sera une galère monumentale qui vous épuisera moralement et même physiquement ..,",Négatif,Signal négatif fort: 'mauvaise expérience'
366,1,Neutre,0.84,"Je déconseille fortement. La taille ne correspond absolument pas, alors que j’ai pris ma taille habituelle. En plus, les frais de retour sont élevés et déduits du remboursement, ce qui est inacceptable. Résultat : on paie pour une erreur qui ne vient pas du client. Très mauvaise expérience, je ne recommanderai plus.",Négatif,Signal négatif fort: 'inacceptable'
452,2,Neutre,0.84,"peu satisfaite des tailles - ce n'est pas forcement l'entreprise, mais plutot les marques choisies et les produits vendus",Positif,Satisfaction exprimée: 'satisfait'
516,2,Neutre,0.84,"Les chaussures présentent des traces de colle qu’on ne peut pas enlever
Et ce n’est pas la première fois que je reçois des produits abimés
A croire qu’en ventes privées ce sont les produits abimés que vous vendez",Négatif,Sans signal lexical; note 2/5 → insatisfaction implicite
578,2,Neutre,0.84,"Je suis très déçu de showroomprive, depuis le 21/12/2025 j'essaie de me faire rembourser, même après leur avoir envoyé mon relevé de compte quand même pour leur prouver que je n'avais rien reçu rien na faire, ce sont des voleurs ! Voilà tout
J'ai déjà envoyé un message a votre service, mon message et monte jusqu'au service financier meme avec preuve de mon relevé rien na changer...",Négatif,Signal négatif fort: 'très déçu'
749,3,Neutre,0.84,"Colis volé et signalé et plainte déposé malgré ça pas de remboursements. ( 45€ perdue )
Vue que ils ont des milliers marques niveaux SAV et surtout services retour terrifiante.
Sur certaines commandes je fait retour en payant moi même 11€ pour renvoi. Le renvoie pas prise en charge et en plus le site te déduits 6,50€ pour chaque remboursements . ( 11€ + 6,50€ = 17,50 € perdue )
Au final plus de 60€ de pertes .
Donc si jamais vous renvoyez les articles faite attention.
Moteur de recherches montrés par fois 12milles articles et algorithmes médiocres empêche faire sélections et filtrages.
En final cette site il faut être sûr du produit et taille que vous achetées si non c’est manque à gagné pour toutes les renvois.
Au début je trouvée site bien mais aujourd’hui je préfère passé par Zalando , beauteprive et pleins d’autres sites avec SAV honnête et réactive .",Négatif,Signal négatif fort: 'volé'
772,3,Neutre,0.84,"Marques attractives mais politique commerciale douteuse - Les marques sont attractives mais le système du site à modifier les prix de plusieurs € alors que la vente a commencé est une pratique commerciale que je trouve douteuse et qui amoindri ma confiance en ces ventes privées. De plus, la justification du service client quant au changement de tarif est plus que douteuse, dommage.",Neutre,"Avis mixte équilibré, note 3/5"
837,4,Neutre,0.84,"Ça fait plusieurs années que je commande sur ce site et je n es jamais été déçu de la qualité des articles, la seul choses qui gêne c'est que les dates de livraison sont un peu longue d ou ma note de 4 étoiles au lieu de 5 .je recommande les yeux fermés.",Positif,"Avis mixte, note 4/5 → Positif"
891,4,Neutre,0.84,"Une facilité pour commander. Vigilance mais les prix des bases indiqués sur ce genre de site ne sont pas toujours la vérité. Cela leur permet de gonfler le % de réduction et nous inciter plus facilement à l’achat.

Délai de livraison assez long et possibilité de livraison assez faibles.",Positif,Satisfaction exprimée: 'facile'
906,4,Neutre,0.84,ensemble à revoir dans la conception trop de surfaces aiguisées - ma commande concernait un ensemble de caissons pour cacher des poubelles en acier. Le montage a été très complexe + de 200 vis et nous nous sommes coupés plusieurs fois lors du montage en raison de l'acier trop aiguisé il nous a fallu 3 jours pour faire l'ensemble. et croyez moi nous sommes des pros en technique ingénieurs tous les 2. Le rendu est parfait et très fonctionnel mais la conception matière est franchement à revoir j'ai du poser des impacts en plastique sur les poignets d'ouverture pour ne pas risquer à nouveau de se blesser. Il manque vraiment d'un ingénieur qualité sur cette chaine,Positif,Signal positif fort: 'parfait'
222,1,Neutre,0.85,Prudence si vous commandez sur SHOWROOM et que c'est un autre expéditeur j'ai reçu un colis D'AFRIQUE du Sud un petit caba en PVC au lieu d'une paire de bascket en cuir blanc 6 message à l'expéditeur pour avoir mon remboursement il dit ( ne pas comprendre) je ne laisserai pas tomber je veux être remboursé !!,Négatif,Sans signal lexical; note 1/5 → insatisfaction implicite
227,1,Neutre,0.85,"Très mécontente tout les prix de la vente disneyland Paris ont baissé depuis hier. Une personne vous a contacté vous allez lui rembourser la différence. J’espère que vous allez faire de meme pour moi.
Petite mise à jour vous ne voulez pas me rembourser la différence et je ne vous parle pas d’une autre vente de la meme marque mais bel et bien une vente commencé Samedi et qui finira Lundi prochain dès le lancement même pas 3 jours après les prix changent déjà.",Négatif,"Avis mixte, note 1/5 → Négatif"
244,1,Neutre,0.85,"Expérience d'achat décevante - J'ai commandé en date du 22 avril une paire de mules Birkenstock en taille 38. J'ai reçu ce jour (7/05) les dites Birkenstock en taille 36. Lorsque j'appelle le service client de Showroomprivé il m'est indiqué qu'aucun échange ne peut être fait alors même que l'erreur concernant la taille et du fait de Showroomprivé. La seule proposition faite résulte en un remboursement du produit. Je m'attendais à ce que Showroomprivé répare son erreur et renvoi un produit conforme. De plus, j'ai du quémander un geste commercial suite à leur erreur, alors que la logique aurait voulu qu'ils le proposent d'eux-même. Le conseiller n'était pas en mesure de me donner plus de détail sur le geste qui sera réalisé suite à ma demande (montant du geste commercial). J'ai commandé plusieurs fois auparavant sans désagrément, mais je suis déçue aujourd'hui de la gestion mise en place par Showroomprivé pour ce genre d'erreur et je tenais à le faire savoir.",Négatif,Déception/problème: 'déçu'
249,1,Neutre,0.85,Client de longue date j’aimais vraiment ce site. Mes deux dernières commandes une vrai catastrophe pas de QR code un service client qui me raccroche deux fois au nez plus jamais !!!!,Négatif,Signal négatif fort: 'plus jamais'
268,1,Neutre,0.85,"Ne recommande absolument pas ! - Commande A-4363128-1-A : expérience très décevante.

Colis déclaré livré avec signature, mais je n’ai jamais reçu la commande.

Les éléments transmis montrent :

une photo prise devant un domicile qui n’est pas le mien,

une signature qui ne correspond pas à la mienne.

Malgré plusieurs relances, une mise en demeure et un signalement SignalConso, on me renvoie vers le vendeur partenaire en considérant la livraison comme valide.

Je demande simplement une résolution normale : remboursement ou nouvelle expédition pour une commande non reçue.

J’espère qu’un responsable du service client pourra enfin examiner ce dossier sérieusement.

Mise à jour :

Showroomprivé m’indique que la commande serait livrée, tout en me renvoyant vers le vendeur partenaire, puis en précisant qu’ils vont relancer leur propre service.

Aucune solution concrète n’est proposée à ce jour.

Je rappelle que :

* je n’ai jamais reçu la commande,
* la photo de livraison montre un autre domicile,
* la signature ne correspond pas à la mienne.

Le dossier reste donc non résolu malgré les réponses.

Mise à jour 04/05/2026:

Je reçois maintenant un message indiquant la fermeture prochaine de ma réclamation, alors que le problème reste non résolu.

Aucune solution concrète ne m’a été apportée à ce jour malgré :

* colis non reçu
* photo de livraison d’un autre domicile
* signature non conforme

Le dossier est donc toujours en attente de résolution",Négatif,Signal négatif fort: 'jamais reçu'
304,1,Neutre,0.85,"Réservation fait sur une vente location camping pour cet été
Une remise de 39% sur les 2 première semaines d’août
Acompte encaissé et réservation validée pour finalement annuler l'ensemble pour « anomalie technique »
Aucune communication mis a part un e-mail pour informer le remboursement de l’acompte
La loi et le commerce ne fonctionnent pas comme cela
Mais depuis silence radio
Je suis déçu du service Showroom car aucunes solutions ne nous sont apportées
Bref nul
Ne pas acheter chez eux car pas du tout professionnel voir limite arnaqueur en proposant des soit disant tarifs avantageux",Négatif,Signal négatif fort: 'arnaque'
382,1,Neutre,0.85,"Grosse déception - Très insatisfaite de cette commande. Sur cinq paires reçues, je n’en garde que deux, les autres seront retournées. Pour une marque comme Christian Lacroix, je m’attendais à une qualité bien supérieure. Le rendu global est en dessous de mes attentes. Une des paires donnent même une impression de plastique, ce qui est particulièrement regrettable. Je ne recommande pas.",Négatif,Signal négatif fort: 'grosse déception'
