"id","verbatim","rating","manual_label","label_confidence","issue_type","is_mixed","justification_courte"
"135","Commande en retard et moitié livrer je ne peux pas mettre 0 dommage","1","Négatif","Moyenne","Livraison retardée","False","Signal négatif: retard"
"136","Une personne étrangère se sert de mon adresse mail.","1","Négatif","Faible","Service client","False","Note 1/5, insatisfaction implicite"
"137","cet avis concerne la commande de bijoux.
les descriptions ne sont absolument pas illustratives, les photos exagèrent la taille des pièces","1","Négatif","Faible","Produit non conforme","False","Note 1/5, insatisfaction implicite"
"138","Mon colis a été volé","1","Négatif","Haute","Livraison retardée","False","Problème concret: volé"
"139","J’ai effectué 2 réservations pour 8 personnes pour le puy du fou sur showroom privé j’ai payer les 2 réservations j’ai reçu les 2 confirmation de réservation les vouchers pour la deuxième réservation mes pas pour la première donc je contacte show-room privé pour leur notifier il me répondent par mail que cela est normal que je recevrai mes billets d’entrée au parc et le boucher pour l’hôtel cinq jours avant mon départ. J’achète donc les billets de train pour les huit personnes et là il y a quelques jours Bam, je reçois un mail de show-room privé me disant que le Puy-du-Fou n’a pas confirmé ma première réservation et qu’ils sont dans l’impossibilité de me loger sur le parc, il me propose un hôtel à 4 km du parc. Ce qui me pose problème c’est que moi-même et ma fille sommes deux personnes handicapées je leur ai envoyé mes cartes handicapées et n’ayant pas de moyen de locomotion, nous ne pouvons pas effectuer le transfert du parc à l’hôtel et la showroom privé. Et le Puy-du-Fou se renvoient chacun la balle. Je me retrouve avec des billets de train à payer et rien pour dormir là-bas alors que tout est payé c’était un vol une arnaque total.","1","Négatif","Haute","Service client","False","Problème concret: arnaque"
"140","Commande non livrée à temps. Le délai a donc été reporté deux voire trois fois. Je dois donc retourner la commande ça mais les frais de ports sont à ma charge et pourtant j’ai payé dans les temps.","1","Négatif","Moyenne","Livraison retardée","True","Problème concret: non livré"
"141","Commande furla annulée après plusieurs semaines d'attente.
Commande Nerf expédié plusieurs semaines après la date prévue d'expédition.
Service client en ligne met fin à la conversation alors que j'écrivais les réponses aux questions.","1","Négatif","Haute","Service client","False","Problème concret: nul"
"142","Très mauvaise expérience avec ce sit … code promo qui ne fonctionne pas 10 euros si panier atteint 80 euros
… possibilité de livraison en relais si panier supérieur à un certain montant ne fonctionne pas non plus ….
Bref sit où l’on se moque du client à fuir

Arrêtez de répondre que le client ne reflète pas une réalité …
J’invite chacun à se rendre que la vente berger et tout un chacun pourra voir que le relai n’est pas proposé pas plus que le code promo …
Bref je ne commanderai plus sur ce sir","1","Négatif","Haute","Livraison retardée","False","Problème concret: à fuir"
"143","Commander parures de couette quand je les ai passe dans la machine à laver ils se sont déchirés et décousu","1","Négatif","Faible","Produit abîmé","False","Note 1/5, insatisfaction implicite"
"144","","1","Négatif","Faible","Aucun texte","False","Aucun verbatim; label déduit de la note"
"145","","1","Négatif","Faible","Aucun texte","False","Aucun verbatim; label déduit de la note"
"146","","1","Négatif","Faible","Aucun texte","False","Aucun verbatim; label déduit de la note"
"147","","1","Négatif","Faible","Aucun texte","False","Aucun verbatim; label déduit de la note"
"148","Commande non conforme - J'ai reçu un colis dont les articles ne correspondaient pas à ma commande. Dommage, c'est la 1ère fois que cela m'arrive.","1","Négatif","Moyenne","Produit non conforme","False","Signal négatif: dommage"
"149","Sneakers - Bonjour
j aurais aimer , être informé pour la taille des chaussures.taille petite ou grande ????,
Cela m aurait fait économiser 6.50 de frais de retour.Certains sites le précise.
Je vais faire attention, je ne commanderai plus de chaussures et vetements sur leurs site.","1","Négatif","Haute","Retour/remboursement","False","Problème concret: ne commanderai plus"
"150","Commande d'une brosse à dents électrique et lot de brossettes.
Commande validée et expédiée par Showroomprive puis 3 jours avant la livraison prévue : "" Nous avons annulé une partie de la commande "".
C'est à dire la brosse à dents mais ils m'envoient les brossettes sans la brosse. Quel est l' intérêt d'envoyer les brossettes sans la brosse??
Résultat 5,99€ de FDP pour uniquement les brossettes.
Très déçue par ce site.","1","Négatif","Haute","Livraison retardée","False","Problème concret: très déçu"
"151","A fuir - Retard de livraison et article trop mal taillé ....","1","Négatif","Moyenne","Livraison retardée","False","Signal négatif: retard"
"152","Malhonnêteté, remboursement non effectué - j'ai renvoyé un pantalon molly bracken de très belle qualité mais trop grand pour moi. Showroomprivé a refusé de rembourser prétextant une rétraction et comme c'était un retour l'employée a dit que j'avais mis un soutien gorge dans le colis à la place du pantalon ! Je ne suis ni menteuse, ni voleuse, cela fait plus de 15 que je suis cliente... j'ai bien renvoyé ce beau pantalon. Showroom a donné raison à son employé(e).
Pour moi c'est une arnaque que je signale à la répression des fraudes. Il y en aura de plus en plus.","1","Négatif","Moyenne","Produit non conforme","True","Problème concret: malhonnêteté"
"153","Service client en dessous de tout.
Mail de Showroomprivé : Mon colis devait arriver dans un Locker accessible en permanence car à l’extérieur, je viens de recevoir un mail indiquant que le point relais serait fermé (Un locker ? Alors que j'y suis passée il y a une heure) que le colis était reconduit ailleurs (+1 km du point initial) qui plus est dans un endroit où je ne souhaite absolument pas aller car les employés sont désagréables.

Appel au service client => Et bien apparemment Mondial Relay prévoit que son locker sera plein (les gens vont venir chercher leurs colis donc impossible à prévoir !!) et change sans mon accord, on ne peut rien faire, je n'irai pas chercher le colis et c'est perte de temps, l'argent immobilisé et surtout l'opérateur du Service Client qui me récite un discours tout fait au téléphone, soit-disant qu'ils ne peuvent pas contacter Mondial Relay pour remettre le point initial et que c'est à moi de le faire ! Alors que je n'ai jamais eu de contact avec le transporteur mais eux si.

Bon et bien vous perdez une bonne cliente Showroom bien joué :) !","1","Négatif","Faible","Service client","False","Note 1/5, insatisfaction implicite"
"154","Il y avait plus de choix avant. Maintenant, plus rien ne me convient et les articles sont quasi les mêmes d'une semaine sur l'autre (séjour de vacances, shooll, parasols par soleil, karcher...)

C'est d'un triste.","1","Négatif","Faible","Autre","False","Note 1/5, insatisfaction implicite"
"155","Toujours pas de code piner valide toujours pas de billets électronique pour Ryanair je dois partir demain toujours pas d'informations on me dit qu'on m'enverra un mail chaque jour mais c'est une véritable angoisse d'attendre des billets d'avion qui ne viennent toujours pas un enregistrement qui ne peut pas se faire via Ryanair car pour je ne suis pas prévu . Quel enfer!","1","Négatif","Faible","Service client","False","Note 1/5, insatisfaction implicite"
"156","Je n’ai pas reçu ma commande","1","Négatif","Haute","Livraison retardée","False","Problème concret: pas reçu"
"157","Retard de livraison et les produits ne correspondent pas","1","Négatif","Moyenne","Livraison retardée","False","Signal négatif: retard"
"158","Problème de taille avéré, articles non qualitatifs, frais de port et de retour élevés élevés - Problème de taille avéré, photos à l'appui (commande jennyfer), on m'a déduit les frais de port du montant du retour 😡 il y avait un réel souci lors de la confection. Qui plus est, la réception des articles showroom est toujours très longue et nous sommes souvent déçus","1","Négatif","Moyenne","Produit non conforme","False","Signal négatif: déçu"
"159","Bof !!! - Une éternité s'est écoulée entre la commande et la réception. Sans taie d'oreiller.","1","Négatif","Moyenne","Livraison retardée","False","Signal négatif: bof"
"160","Commande reçue 15 jours après la date prévue. De plus il manquait un article dans mon colis","1","Négatif","Faible","Livraison retardée","False","Note 1/5, insatisfaction implicite"
"161","site a éviter - Je ne commanderai plus jamais sur Showroomprivé et je vous le déconseille vivement. Vraiment, site à éviter et à fuir.
J’ai commandé un Dyson il y a 2 semaines, sauf qu’ils se sont amusés à en vendre plus que ce qu’ils avaient en stock.
Résultat : je dois attendre qu’ils le reçoivent à nouveau.
J’ai contacté le service client, mais ils rejettent la faute sur le vendeur et me disent qu’il est impossible d’annuler la commande.
Et maintenant, je reçois un mail me disant que je suis censé avoir reçu ma commande, alors que ce n’est pas le cas.
De plus, le statut de livraison n’a pas bougé et je n’ai aucune information sur le suivi.","1","Négatif","Haute","Service client","False","Problème concret: à fuir"
"162","Le service client est à fuir, j’ai voulu passer une commande avec deux carte cadeaux malheureusement on ne peut en utiliser qu’une par une (j’aurais dû lire les conditions c’est ok). Sauf que leur système n’a pas valider ma commande mais a quand même bloquer les 50€ de ma carte cadeaux. Lorsque le service client m’appelle je demande un geste commercial pour le désagrément et aucun geste est fait car selon eux « c’est la faute de personne » alors que c’est leur système le problème. Sachant que donc pour utiliser mes deux cartes il faudra que je passe 2 commandes séparé et donc payer deux fois les 5€ de livraison ? Le service client a part me culpabiliser moi et se dédouaner de toute responsabilité n’a servit à rien.","1","Négatif","Moyenne","Service client","True","Problème concret: à fuir"
"163","Je n'ai toujours pas reçu ma dernière commande","1","Négatif","Haute","Livraison retardée","False","Problème concret: pas reçu"
"164","Frais de livraison payants - Pourquoi avoir annuler le programme Infinity ?","1","Négatif","Haute","Frais livraison","False","Problème concret: nul"
"165","Les produits sont de mauvaise qualité. Je ne les aime pas.","1","Négatif","Haute","Qualité produit","False","Problème concret: mauvaise qualité"
"166","Livraison trop longue","1","Négatif","Moyenne","Livraison trop longue","False","Signal négatif: livraison trop longue"
"167","Quelle belle chasse aux œufs… sans les œufs faciles à trouver - Livraison gratuite, point relais à l’autre bout du monde, fermé le samedi alors qu’il était censé être ouvert… et tout ça pour des chocolats de Pâques. Quelle magnifique chasse aux œufs ! Entre deux trajets inutiles et beaucoup de patience, j’ai fini par retrouver mon colis au prix d’un vrai parcours du combattant. Une organisation vraiment remarquable, mais clairement pas dans le bon sens.","1","Négatif","Haute","Livraison retardée","False","Corrigé: Positif → Négatif (incohérence rating/sentiment)"
"168","","1","Négatif","Faible","Aucun texte","False","Aucun verbatim; label déduit de la note"
"169","","1","Négatif","Faible","Aucun texte","False","Aucun verbatim; label déduit de la note"
"170","","1","Négatif","Faible","Aucun texte","False","Aucun verbatim; label déduit de la note"
"171","","1","Négatif","Faible","Aucun texte","False","Aucun verbatim; label déduit de la note"
"172","Normalement je voulais pas mettre une 1 loi étoile mais pour décrire ma mauvaise expérience avec ce site j’ai dû mettre 1 étoile. Ma commande a été validé chez showroomprivé le 28/02/26 pour être envoyée vers le 03 /03/26 , aujourd’hui on est le 04/04/26 et aucune nouvelle de cette derniere ,et pour 1mois d’incertitude sur le sort de mon colis j’ai du recevoir 2 mails , pas s’excuser mais pour me dire qu’à la fin du mois de mars vous allez le recevoir et hier j’ai reçu un mail pour me dire que ça sera le 07/04/26 que je le recevrai et la meilleure c’est que y’aura un article de la commande manquant en sachant que la commande est payée ça fait un 40 jours en arrière. C’est quoi ces incapables, leurs service après vent est inexistant et même nul . Ne vous aventurez pas avec showroomprivé ça sera une galère monumentale qui vous épuisera moralement et même physiquement ..,","1","Négatif","Haute","Livraison retardée","False","Problème concret: mauvaise expérience"
"173","Je n’ai pas reçu mon colis et je ne suis pas remboursé","1","Négatif","Haute","Livraison retardée","False","Problème concret: pas reçu"
"174","Commande passée depuis le mois de février et toujours marqué en cours de préparation
J'ai pourtant été prélevée
Impossible de parler à quelqu'un ni d'annuler la commande
Numéro de commande :343064280","1","Négatif","Haute","Problème facturation","False","Problème concret: nul"
"175","2 fois que je passe commande pour un meme modèle de chaussures et 2 fois que je reçois la mauvaise paire
Inadmissible","1","Négatif","Haute","Produit non conforme","False","Problème concret: inadmissible"
"176","Valise reçu fissuré","1","Négatif","Faible","Produit abîmé","False","Note 1/5, insatisfaction implicite"
"177","Sac Givenchy contrefait - Commande d'un sac sur une vente Givenchy, tellement contente 681€ au lieu de 1500€ le top jusqu'à la.
Lors de la réception je reçoit un petit colis qui paie pas de mine j'ouvre et là je trouve le sac dans une poche Givenchy pas d'emballage habituel pas de certificat d'authenticité une facture d'expédition nippon Express je me suis dis ouh là ça me semble contrefait tout ça je contacte donc Givenchy qui me confirme n'avoir aucun contrat avec showroom privé et que au vu de l'emballage et de l'absence de certificat d'authenticité il est fort probable qu'il soit faux 😤😤
J'ai toujours fait confiance à showroomprive première fois que je suis aussi déçue renvoyé aussi vite que reçu.
Vraiment honteux

Je viens de voir votre réponse et je l'entends mais des sacs j'en ai un paquet et jamais livré dans ces conditions et jamais sans certificat d'authenticité et ça vous ne pouvez pas nous les fournir désolée ce n'est pas normal 😤","1","Négatif","Moyenne","Avis mixte","True","Problème concret: honteux"
"178","J'ai réservé un hôtel via Showroom privé qui s'est avéré ne pas être honnête en me débitant deux fois la caution sans aucune justification et refusant de me rembourser. Le service client de showroom privé m'indique ne pas ""se mêler"" de ce genre de litiges entre leurs hôtels partenaires et leurs clients. Aucune vérification de la fiabilité de leurs partenaires.","1","Négatif","Moyenne","Service client","False","Signal négatif: litige"
"179","J'ai passé commande il y a plusieurs semaines de deux articles de la même collection de bijoux pour offrir un ensemble. Aujourd'hui seulement (alors que j'ai pu commander et payer les deux...qui visiblement étaient donc disponibles !) on me signale qu'un article ne sera pas expédié et ce sans raison valable ( soit disant un problème de stock alors que c'était disponible et qu'il ont débité mon argent depuis des jours !) Bien sur aucune solution proposée ! C'est honteux ! Fuyez !!!","1","Négatif","Haute","Problème facturation","False","Problème concret: honteux"
"180","J'ai acheté un iphone 13 mini. J'ai démarré pour la première fois le gsm et l'appareil photo filme d'une manière floue, c'est défectueux et le vendeur ne veut pas appliquer la garantie, ce n'est pas normal !
Vendeur : Alloccaz","1","Négatif","Faible","Produit non conforme","False","Note 1/5, insatisfaction implicite"
"181","Mauvaise expérience et service client déplorable - J’ai effectué une commande, devant arriver le 25 mars... 1er avril: toujours rien. Je contacté le service client qui m'assure que le colis partira dans la journée... 2 avril: pas de notification, pas de colis parti... je recontacte le service client qui cette fois me dit: on ne sait pas c’est de la faute du fournisseur...
Faut savoir a un moment donné si ça part ou si on sait pas quand ca part...
Sachant que le 25 mars ils vous envoient un mail pour vous annoncer que le colis est en retard mais que le retard sera de moins d’une semaine... bref, service client qui vous ment et qui vous balade...
Commande n°343336743","1","Négatif","Haute","Livraison retardée","False","Problème concret: service client déplorable"
"182","Vous avez annulé la commande Instant d’or parce que vous avez du vous rendre compte que le prix du bracelet était bas. La preuve : vous le vendez encore mais bien plus cher. C’est inadmissible de votre part. Il faut assumer vos erreurs","1","Négatif","Haute","Problème facturation","False","Problème concret: inadmissible"
"183","Depuis mi-février, je vis une expérience client très décevante sur le site Showroomprivé.

Mois de février 2026 , j’ai effectué un achat d’un montant de 93 € en utilisant une e-carte cadeau de 90 € que j’avais convertie pour être utilisée exclusivement sur le site. Au moment de régler le complément d’environ 3 €, le site a malheureusement planté lors du paiement.

J’ai donc tenté de refaire l’opération, mais cela a été impossible : le système m’indiquait que le montant de la e-carte cadeau avait déjà été utilisé, alors même que la commande n’avait jamais été finalisée.

J’ai immédiatement contacté le service client par e-mail. N’ayant pas de réponse, j’ai appelé le lendemain. On m’a simplement demandé de patienter. Quelques jours plus tard, j’ai reçu un message m’indiquant que les 90 € seraient recrédités sous 24 à 48 heures.

Malheureusement, ce recrédit n’a jamais eu lieu.

Depuis, malgré plusieurs relances par e-mail et plusieurs appels au service client, je n’ai obtenu aucune solution concrète. On me demande systématiquement de patienter, en m’expliquant que le dossier est traité par le service financier.

Aujourd’hui, plusieurs semaines après, je n’ai toujours ni remboursement, ni véritable suivi, ce qui est particulièrement décevant. En tant que client, j’ai le sentiment d’être laissé sans considération, alors que je suis victime d’un dysfonctionnement qui ne dépend absolument pas de moi.

Concrètement, j’ai l’impression d’avoir été privé de mes 90 €, sans solution ni délai clair.

Je partage donc cette expérience pour alerter les autres consommateurs. Pour ma part, je ne compte pas m’arrêter là : je poursuivrai les démarches nécessaires afin d’obtenir le remboursement de mon argent et la réparation du préjudice subi.

Ci dessous le réponse à mon avis le jour : Réponse : Showroomprive
8 mars 2026
Bonjour Giresse,

Je suis navré d'apprendre cela et tiens à vous présenter mes sincères excuses au nom de Showroomprivé pour cette déconvenue.

Après vérifications, je constate que votre dossier est en cours de traitement auprès de notre service financier et ce dernier fait le maximum afin de résoudre cette situation.

Afin de vous aider, je vais relancer ce dit service pour qu'il puisse vous recontacter au plus vite.

Je vous remercie pour votre compréhension.

Arimbola

Après plusieurs relances faites par mail et téléphone du client. Ma situation n’a toujours été régularisé. Même après déjà 3 mois, on me demande de patienter. J’ai n’aucun moyen d’entrer en relation avec le service financier en charge du sujet. C’est honte. J’arrive me demander si ce n’est pas vol organisé. Aucune réponse n’ai fait à mes mails de relances. Vigilance autres clients qui seraient malgré mon cas tenté de commettre le même acte sur le site de shoromprivée
Je vais continuer la bataille jusqu’au bout.","1","Négatif","Moyenne","Service client","True","Signal négatif: décevant"
"184","Ma commande a été livré dans un point relais que je n ai pas choisi et qui est très loin de chez moi","1","Négatif","Faible","Autre","False","Note 1/5, insatisfaction implicite"
"185","Je déconseille fortement. La taille ne correspond absolument pas, alors que j’ai pris ma taille habituelle. En plus, les frais de retour sont élevés et déduits du remboursement, ce qui est inacceptable. Résultat : on paie pour une erreur qui ne vient pas du client. Très mauvaise expérience, je ne recommanderai plus.","1","Négatif","Haute","Retour/remboursement","False","Problème concret: inacceptable"
"186","Buffet zewood - Je suis cliente de showroom privé depuis longtemps et j'ai toujours été très satisfaite
Jusqu'à ce que je commande un buffet. Que j'ai attendu trop longtemps et qu'il arrive avec des rayures. J'ai quand même dépensé pas loins de 800€ pour ce buffet.
J'ai tout de suite envoyé les photos a meublerama le prestataire de showroom privé. J'ai appelé plusieur fois showroom privé. Et la reponse était toujours la meme c'est le prestataire qui dois prendre contact avec vous etc...
Jusqu'à hier ou la repose de l'interlocutrice était lunaire. D'abord elle ma dit que j'avais envoyé la réclamation que le 27 Mars ,alors que je l'ai envoyé le 19Mars jours de réceptions de mon colis .Et ensuite elle me dit .C'est rien de grave c'est pas comme si le meuble etait cassé ou défectueux ? C'est juste des petite rayures ! Non mais ? Comment peut-on repondre ça. Il y a une garantie et je veux qu'elle soit appliquée.
J'ai dépensé beaucoup d'argent chez showroom privé
J'étais une très bonne cliente
Mais plus jamais je dépenserais un centime chez eux .Par ce que quand tout vas bien c'est top
Mais des qu'il y a un problème il y a plus personne 😡😡","1","Négatif","Moyenne","Avis mixte","True","Problème concret: plus jamais"
"187","Acheté un ensemble sommier tapissier I love Sleep - Acheté un matelas avec sommier en décembre; livraison en retard du matelas uniquement, jeté sur le trottoir par le livreur !!! Colis endommagé (carton épais comme du papier à cigarette). Sommier jamais livré ! Après des échanges interminables ils ont remboursé le sommier mais n’ont jamais voulu reprendre ni rembourser le matelas qui aurait pris l’humidité !! Or le matelas est emballé sous vide et il n’y a que le carton qui est déchiré mais aucune trace d’humidité. Nous avons envoyé des photos mais ils nous disent que la société I love sleep (société italienne) ne veulent pas reprendre le matelas.
Nous sommes hyper mécontents car Showroom privé ne nous a pas défendus et n’a effectué aucun geste commercial.
En attendant le déroulement qui devait, selon eux, être positif; nous avions acheté un ensemble lit-sommier tapissier ailleurs car nous formions sur un matelas gonflable en attendant la résolution du problème.
Terrible déception","1","Négatif","Moyenne","Livraison retardée","True","Problème concret: terrible"
"188","Mécontentement…. - J’ai commandé un siège auto. La livraison devait avoir lieu le 17/03. J’ai pris une journée de congés exprès, pour être présente. RIEN !!!
Et depuis (nous sommes le 31/03), RIEN!!
J’ai contacté Showroom 3 fois (1 mail, 2 appels téléphoniques), et à ce jour RIEN ! Ni réception du colis, ni remboursement… et j’attends désespérément le remboursement pour pouvoir acheter ailleurs le siège auto car le bébé est arrivé et je ne peux pas le transporter en voiture ! Je suis cliente depuis de nombreuses années et je dois avouer que c’est la 1ere fois que je suis très déçue par une commande
Je suggère un suivi des livraisons de la part de Showroom beaucoup plus exigeant avec ses partenaires sur ce type de colis volumineux et en plus, un mail pour informer le client du statut de sa commande. Il est vraiment inadmissible de laisser le client dans l attente et que ce soit lui qui contacte Showroom alors que c’est l’inverse qui devrait se produire…. Enfin, je parle d’une société qui se soucie de ses clients…. Est ce le cas ?
Merci de m’avoir lue
Marie Renoncourt","1","Négatif","Moyenne","Avis mixte","True","Problème concret: inadmissible"
"189","Produit de mauvaise qualité et qui n’arrive pas à ce connecter a l’application de gestion","1","Négatif","Haute","Qualité produit","False","Problème concret: mauvaise qualité"
"190","J'ai reçu de la marchandise cassée je suis assez surpris que je dois retourner le colis à mes frais sur un produit qui m'a été livré en en défaut merci je mets une étoile parce que je peux pas mettre moins","1","Négatif","Faible","Livraison retardée","False","Note 1/5, insatisfaction implicite"
"191","A chaque inscription, le mot de passe ne fonctionne plus le lendemain. Dès que je souhaite refaire le mot de passe, je ne reçois aucun mail. Et que je veux me réinscrire avec un mail existant : Veuillez saisir une adresse mail correcte","1","Négatif","Faible","Service client","False","Note 1/5, insatisfaction implicite"
"192","","1","Négatif","Faible","Aucun texte","False","Aucun verbatim; label déduit de la note"
"193","","1","Négatif","Faible","Aucun texte","False","Aucun verbatim; label déduit de la note"
"194","","1","Négatif","Faible","Aucun texte","False","Aucun verbatim; label déduit de la note"
"195","","1","Négatif","Faible","Aucun texte","False","Aucun verbatim; label déduit de la note"
"196","Produits livrés différents de ceux commandés. - J’ai reçu 2 produits sur 3 différents de ceux commandés. Inadmissible.
Aucun dédommagement","1","Négatif","Haute","Produit non conforme","False","Problème concret: inadmissible"
"197","Mieux qu’une critique : un fait ! Nous achetons un meuble (+ de 800€) après avoir attendus la livraison près d’un mois ! Il arrive endommagé !!! Égratignure sur façade ! Et là au téléphone une personne nous dit que ce n’est pas grave !!! Incroyable !!! En clair ce site se moque des gens ! Ne se pas responsable des livraisons ! JAMAIS PLUS nous n’achèterons quelque chose sur Showroomprivé !!!!!","1","Négatif","Haute","Livraison retardée","False","Problème concret: jamais plus"
"198","Déçue de recevoir le produit défectueux.
Le défaut n'est pas dû au transporteur. Il y avait un gros coup de cutter sur la boite à chaussures (le même sur la paire de bottes).
Le plastique de transport était lui indemne.","1","Négatif","Moyenne","Produit non conforme","False","Signal négatif: déçu"
"199","2 articles non conformes à ma commande …trop de démarche pour leur erreur","1","Négatif","Moyenne","Produit non conforme","False","Signal négatif: non conforme"
"200","2 colis sur 3 ont étés livrés","1","Négatif","Faible","Livraison retardée","False","Note 1/5, insatisfaction implicite"
"201","Grosse déception - Très insatisfaite de cette commande. Sur cinq paires reçues, je n’en garde que deux, les autres seront retournées. Pour une marque comme Christian Lacroix, je m’attendais à une qualité bien supérieure. Le rendu global est en dessous de mes attentes. Une des paires donnent même une impression de plastique, ce qui est particulièrement regrettable. Je ne recommande pas.","1","Négatif","Moyenne","Avis mixte","True","Problème concret: grosse déception"
"202","Première expérience et gros retard de livraison. Le geste commercial pour ce désagrément n’a pas été proposé directement. J’ai dû le demander.. concernant la livraison, le déballage était prévu dans la prestation. Néanmoins les livreurs ont posé le colis dans le salon et allaient partir si je ne leur demandais pas d’ouvrir le colis pour le déballer. Le livreur a alors ouvert le colis mais n’a sorti le produit. Donc la prestation a été réalisé à moitié. Donc déçu pour cette première expérience.","1","Négatif","Moyenne","Livraison retardée","False","Signal négatif: déçu"
"203","J’ai commandé une table et des chaises et encore une fois (j’ai commandé plusieurs fois des meubles sur showroom privé) les éléments à l’intérieur des cartons n’était pas protégé, bien que les cartons n’était pas endommagés de l’extérieur, les éléments on frotté l’intérieur. Résultat les coins des chaises sont éraflés, la table présente 2 impacts. J’ai attendu 2 mois pour enfin les avoir et n’ayant pas d’alternative et le renvoie s’avérant trop contraignant je vais néanmoins les garder. Mais je suis très dessus sachant que cela n’ai pas la 1ere fois","1","Négatif","Faible","Retour/remboursement","False","Note 1/5, insatisfaction implicite"
"204","J’ai passé une commande de 672 € et je n’ai eu aucun envoi pendant 5 jours. J’ai dû contacter le service client, et c’est seulement à ce moment-là que la commande a été annulée.

Franchement, ce n’est pas sérieux du tout et très décevant comme première expérience.","1","Négatif","Moyenne","Service client","True","Problème concret: nul"
"205","1 mois pour recevoir une commande , avec en.prime carton écrasé, manque de produit, et retard un comble pour une plate-forme pareil c'est un scandale.

Fini Showroom et rebonjour la concurrence.
Et service client a la ramssse.","1","Négatif","Moyenne","Livraison retardée","False","Signal négatif: retard"
"206","J’ai reçu du X xs au lieu de XX L","1","Négatif","Faible","Produit non conforme","False","Note 1/5, insatisfaction implicite"
"207","Taille inadaptée - La taille était inadaptée et la qualité du tissu était trop epaisse","1","Négatif","Faible","Produit non conforme","False","Note 1/5, insatisfaction implicite"
"208","Grosse déception - Les produits livrés n’étaient vraiment pas à la hauteur de la description sur le site de plus un des sacs ne correspondait pas à la description et à la commande","1","Négatif","Haute","Produit non conforme","False","Problème concret: grosse déception"
"209","reçu article bas de gamme , contrefaçon montre Timberland .Aucun document de conformité sur l authenticité du produit, en attente duSAV sans réponse de leur part. Suite à mes appels téléphoniques et mails envoyés a ce jour aucune réponse . Sans réponse je serai contraint d informé la repressions des fraudes. Vous me demandez de renvoyer la montre si j'ai un doute d'authenticité, mais je vous rappelle que vous devez vérifier l'authenticité des articles que vous vendez et que vous devez avoir des documents garantissant l'authenticité de la montre et d'ailleurs c'est ce que je vous demande.","1","Négatif","Moyenne","Service client","False","Signal négatif: aucune réponse"
"210","Réception d’un autre produit que celui commandé .
réponse de Showroomprive publiée comme pb réglé alors que je n’ai eu aucune nouvelle.","1","Négatif","Faible","Service client","False","Note 1/5, insatisfaction implicite"
"211","Je suis dans l’attente d’une commande partie de chez show-room privé depuis une dizaine de jours, je suis toujours pas livré et je n’ai pas de réponse","1","Négatif","Faible","Service client","False","Note 1/5, insatisfaction implicite"
"212","ANTIVOL A L'INTÉRIEUR DE LA POCHE - Je commande une veste Nike qui arrive dans les délais. Je l'essaie et je découvre un antivol dans la poche droite.
Je téléphone à showroomprive,une personne me demande de prendre en photo l'antivol par retour de son mail ce que je fais et elle me dir qu'elle s'occupe de tout et que je vais recevoir un bon de retour et depuis plus rien malgré la relance sur son mail.
Alors je ne suis pas contente.","1","Négatif","Haute","Livraison retardée","False","Corrigé: Positif → Négatif (incohérence rating/sentiment)"
"213","Commande validée et on m’annonce à l’expédition que celle-ci ne sera pas complète","1","Négatif","Faible","Commande incomplète","False","Note 1/5, insatisfaction implicite"
"214","Une partie de la commande bloquée ( table de jardin) car l’un des colis n’a pas était remis au transporteur.","1","Négatif","Faible","Livraison retardée","False","Note 1/5, insatisfaction implicite"
"215","SHOWROOMPRIVE A FUIR !

Étant cliente fidèle, j’ai eu récemment des problèmes sur mes commandes.

Une commande incomplète : j’ai fait une réclamation, on m’a répondu que le poids correspondait, alors que la commande était bien complète. Je perds donc 25,90 €.
Une commande entière de 99 €, soi-disant livrée en boîte aux lettres : je n’ai rien reçu ! Leur seule preuve est la mention « livré en boîte aux lettres », sans photo ni remise en main propre. RIEN.

Showroomprivé ne protège pas les acheteurs. À éviter si vous ne voulez pas que cela vous arrive.","1","Négatif","Moyenne","Commande incomplète","False","Signal négatif: problème"
"216","","1","Négatif","Faible","Aucun texte","False","Aucun verbatim; label déduit de la note"
"217","","1","Négatif","Faible","Aucun texte","False","Aucun verbatim; label déduit de la note"
"218","","1","Négatif","Faible","Aucun texte","False","Aucun verbatim; label déduit de la note"
"219","","1","Négatif","Faible","Aucun texte","False","Aucun verbatim; label déduit de la note"
"220","Inadmissible et honteux. Commande n°340986769 , on m’a promis un remboursement sous 5 jours, deux mois plus tard, toujours rien. Aucun suivi, aucune réponse sérieuse. Service client inexistant, aucune considération pour vos clients . Je déconseille fortement ce site pour la fiabilité de son service client","1","Négatif","Haute","Service client","False","Problème concret: honteux"
"221","qualité a revoir reçu un pantalon de la marque Guess tout froissé tout taché poil de chat ou de chien et en plus des faux plis blanc sur le pantalon qui ne partiront pas au lavage","1","Négatif","Faible","Produit non conforme","False","Note 1/5, insatisfaction implicite"
